subject,trial,codes,item,prime,wordness,luminance,RT
24,63,174301,174,3,0,1,651.19
24,64,22113,22,1,1,3,556.53
24,65,78111,78,1,1,1,488.24
24,66,228301,228,3,0,1,744.65
24,67,160203,160,2,0,3,677.27
24,68,234301,234,3,0,1,616.23
24,69,105211,105,2,1,1,519.73
24,70,71412,71,4,1,2,523.31
24,71,34213,34,2,1,3,580.58
24,72,125402,125,4,0,2,842.44
24,73,189401,189,4,0,1,515.9
24,74,30111,30,1,1,1,678.61
24,75,25113,25,1,1,3,522.15
24,76,88113,88,1,1,3,515.67
24,77,26112,26,1,1,2,582.95
24,78,55313,55,3,1,3,548.29
24,79,195401,195,4,0,1,935.68
24,80,98212,98,2,1,2,557.5
24,81,80112,80,1,1,2,489.25
24,82,96211,96,2,1,1,490.96
24,83,36211,36,2,1,1,514.54
24,84,190403,190,4,0,3,588.31
24,85,194402,194,4,0,2,712.83
24,86,60311,60,3,1,1,548.13
24,87,186401,186,4,0,1,712.68
24,88,42211,42,2,1,1,548.01
24,89,109313,109,3,1,3,585.24
24,90,114311,114,3,1,1,741.69
24,91,219201,219,2,0,1,674.32
24,92,141101,141,1,0,1,708.8
24,93,131402,131,4,0,2,585.9
24,94,182402,182,4,0,2,589.64
24,95,145103,145,1,0,3,554.97
24,96,75411,75,4,1,1,550.32
24,97,208103,208,1,0,3,523.85
24,98,187403,187,4,0,3,581.08
24,99,218202,218,2,0,2,492.67
24,100,159201,159,2,0,1,462.51
24,101,151203,151,2,0,3,490.77
24,102,175303,175,3,0,3,524.28
24,103,167302,167,3,0,2,645.13
24,104,76113,76,1,1,3,486.79
24,105,48311,48,3,1,1,520.38
24,106,188402,188,4,0,2,587.59
24,107,150101,150,1,0,1,648.42
24,108,12411,12,4,1,1,490.09
24,109,201101,201,1,0,1,523.65
24,110,27111,27,1,1,1,485.36
24,111,112313,112,3,1,3,646.3
24,112,176302,176,3,0,2,551.68
24,113,1413,1,4,1,3,588.87
24,114,44212,44,2,1,2,617.95
24,115,207101,207,1,0,1,616.98
24,116,210101,210,1,0,1,615.97
24,117,92212,92,2,1,2,487.65
24,118,65412,65,4,1,2,489.41
24,119,124403,124,4,0,3,529.52
24,120,147101,147,1,0,1,536.18
24,121,235303,235,3,0,3,630.17
24,122,52313,52,3,1,3,672.86
24,123,217203,217,2,0,3,554.73
24,124,61413,61,4,1,3,550.09
24,125,37213,37,2,1,3,587.35
24,126,120311,120,3,1,1,489.08
24,127,123401,123,4,0,1,586.32
24,128,81111,81,1,1,1,551.68
24,129,47312,47,3,1,2,493.43
24,130,152202,152,2,0,2,612.48
24,131,236302,236,3,0,2,707.04
24,132,21111,21,1,1,1,456.83
24,133,89112,89,1,1,2,456.76
24,134,63411,63,4,1,1,456.69
24,135,215202,215,2,0,2,583.93
24,136,137102,137,1,0,2,899.48
24,137,139103,139,1,0,3,593.12
24,138,68412,68,4,1,2,452.97
24,139,171301,171,3,0,1,548.38
24,140,155202,155,2,0,2,617.43
24,141,35212,35,2,1,2,584.73
24,142,101212,101,2,1,2,620.33
24,143,106313,106,3,1,3,651.26
24,144,91213,91,2,1,3,610.33
24,145,56312,56,3,1,2,492.02
24,146,230302,230,3,0,2,681.38
24,147,222201,222,2,0,1,610.32
24,148,6411,6,4,1,1,492.02
24,149,156201,156,2,0,1,624.93
24,150,205103,205,1,0,3,677.6
24,151,203102,203,1,0,2,616.61
24,152,204101,204,1,0,1,647.43
24,153,40213,40,2,1,3,807.49
24,154,16113,16,1,1,3,616.51
24,155,153201,153,2,0,1,717.65
24,156,202103,202,1,0,3,775.81
24,157,28113,28,1,1,3,551.17
24,158,239302,239,3,0,2,524.72
24,159,144101,144,1,0,1,804.82
24,160,229303,229,3,0,3,709.32
24,161,79113,79,1,1,3,618.34
24,162,67413,67,4,1,3,617.41
24,163,4413,4,4,1,3,616.47
24,164,13413,13,4,1,3,583.71
24,165,168301,168,3,0,1,644.6
24,166,32212,32,2,1,2,518.14
24,167,110312,110,3,1,2,489.88
24,168,164202,164,2,0,2,555.31
24,169,87111,87,1,1,1,741.74
24,170,200102,200,1,0,2,684.33
24,171,62412,62,4,1,2,581.52
24,172,108311,108,3,1,1,556.98
24,173,121403,121,4,0,3,584.17
24,174,178303,178,3,0,3,613.15
24,175,53312,53,3,1,2,453.09
24,176,57311,57,3,1,1,484.82
24,177,66411,66,4,1,1,454.76
24,178,43213,43,2,1,3,486.55
24,179,118313,118,3,1,3,552.03
24,180,54311,54,3,1,1,840.58
24,181,133403,133,4,0,3,492.22
24,182,184403,184,4,0,3,547.6
24,183,221202,221,2,0,2,584.75
24,184,46313,46,3,1,3,518.28
24,185,24111,24,1,1,1,521.92
24,186,177301,177,3,0,1,557.3
24,187,132401,132,4,0,1,552.66
24,188,128402,128,4,0,2,579.86
24,189,116312,116,3,1,2,523.41
24,190,136103,136,1,0,3,612.49
24,191,82113,82,1,1,3,643.38
24,192,237301,237,3,0,1,558.76
24,193,197102,197,1,0,2,522.33
24,194,41212,41,2,1,2,515.85
24,195,10413,10,4,1,3,526.04
24,196,166303,166,3,0,3,583.29
24,197,20112,20,1,1,2,475
24,198,113312,113,3,1,2,486.79
24,199,142103,142,1,0,3,520.37
24,200,100213,100,2,1,3,428.42
24,201,111311,111,3,1,1,649.41
24,202,173302,173,3,0,2,554.82
24,203,196103,196,1,0,3,677.51
24,204,220203,220,2,0,3,680.2
24,205,38212,38,2,1,2,523.71
24,206,70413,70,4,1,3,495.5
24,207,31213,31,2,1,3,487.27
24,208,199103,199,1,0,3,552.7
24,209,103213,103,2,1,3,579.92
24,210,180301,180,3,0,1,587.17
24,211,134402,134,4,0,2,648.04
24,212,193403,193,4,0,3,648.9
24,213,146102,146,1,0,2,586.07
24,214,8412,8,4,1,2,551.46
24,215,130403,130,4,0,3,493.2
24,216,126401,126,4,0,1,555.14
24,217,223203,223,2,0,3,550.53
24,218,83112,83,1,1,2,524.13
24,219,143102,143,1,0,2,581.34
24,220,158202,158,2,0,2,556.69
24,221,138101,138,1,0,1,520.21
24,222,191402,191,4,0,2,523.76
24,223,172303,172,3,0,3,517.29
24,224,185402,185,4,0,2,1062.08
24,225,238303,238,3,0,3,617.55
24,226,69411,69,4,1,1,495.84
24,227,227302,227,3,0,2,551.27
24,228,33211,33,2,1,1,578.49
24,229,226303,226,3,0,3,681.25
24,230,7413,7,4,1,3,652.14
24,231,233302,233,3,0,2,579.37
24,232,39211,39,2,1,1,745.83
24,233,102211,102,2,1,1,583.03
24,234,84111,84,1,1,1,707.57
24,235,162201,162,2,0,1,591.33
24,236,165201,165,2,0,1,588.52
24,237,50312,50,3,1,2,553.94
24,238,93211,93,2,1,1,549.35
24,239,97213,97,2,1,3,554.84
24,240,119312,119,3,1,2,518.39
25,1,82211,82,2,1,1,572.1
25,2,150203,150,2,0,3,611.22
25,3,127101,127,1,0,1,620.26
25,4,33312,33,3,1,2,555.75
25,5,206203,206,2,0,3,742.16
25,6,160301,160,3,0,1,579.35
25,7,191103,191,1,0,3,554.78
25,8,124102,124,1,0,2,550.14
25,9,144201,144,2,0,1,810.27
25,10,189101,189,1,0,1,714.88
25,11,83211,83,2,1,1,613.95
25,12,232401,232,4,0,1,708.52
25,13,219301,219,3,0,1,744.96
25,14,149203,149,2,0,3,582.1
25,15,178403,178,4,0,3,770.33
25,16,10111,10,1,1,1,651.24
25,17,107412,107,4,1,2,684.09
25,18,185102,185,1,0,2,708.65
25,19,233401,233,4,0,1,783.47
25,20,67111,67,1,1,1,644.31
25,21,5112,5,1,1,2,518.01
25,22,234401,234,4,0,1,585.26
25,23,90213,90,2,1,3,716.46
25,24,89213,89,2,1,3,615.57
25,25,200202,200,2,0,2,614.68
25,26,49412,49,4,1,2,677.44
25,27,143201,143,2,0,1,648.35
25,28,203201,203,2,0,1,585.58
25,29,44313,44,3,1,3,582.86
25,30,162303,162,3,0,3,611.97
25,31,228402,228,4,0,2,547.35
25,32,196202,196,2,0,2,616.43
25,33,147203,147,2,0,3,519.96
25,34,102313,102,3,1,3,555.43
25,35,204201,204,2,0,1,646.38
25,36,209203,209,2,0,3,615.45
25,37,60413,60,4,1,3,582.7
25,38,121102,121,1,0,2,675.49
25,39,87213,87,2,1,3,678.23
25,40,131103,131,1,0,3,585.49
25,41,77212,77,2,1,2,582.7
25,42,128101,128,1,0,1,707.31
25,43,57413,57,4,1,3,680.08
25,44,40311,40,3,1,1,746.54
25,45,155302,155,3,0,2,902.15
25,46,84211,84,2,1,1,770.33
25,47,137202,137,2,0,2,1065.16
25,48,73113,73,1,1,3,741.5
25,49,14113,14,1,1,3,680.88
25,50,81211,81,2,1,1,715.49
25,51,138202,138,2,0,2,614.56
25,52,212302,212,3,0,2,709.15
25,53,211302,211,3,0,2,656.59
25,54,115411,115,4,1,1,552
25,55,117413,117,4,1,3,621.15
25,56,225303,225,3,0,3,514.76
25,57,97311,97,3,1,1,645.73
25,58,72113,72,1,1,3,551.21
25,59,125102,125,1,0,2,652.07
25,60,79212,79,2,1,2,716.68
25,61,39311,39,3,1,1,679.47
25,62,80212,80,2,1,2,523.08
25,63,183102,183,1,0,2,548.54
25,64,30213,30,2,1,3,592.45
25,65,85211,85,2,1,1,579.69
25,66,161303,161,3,0,3,682.55
25,67,116413,116,4,1,3,586.33
25,68,187101,187,1,0,1,647.28
25,69,222303,222,3,0,3,591.08
25,70,113411,113,4,1,1,620.17
25,71,106412,106,4,1,2,683.01
25,72,95312,95,3,1,2,612.14
25,73,66111,66,1,1,1,483.92
25,74,159301,159,3,0,1,581.24
25,75,172401,172,4,0,1,684.02
25,76,119413,119,4,1,3,613.05
25,77,210203,210,2,0,3,548.54
25,78,165303,165,3,0,3,617.68
25,79,177403,177,4,0,3,648.59
25,80,108412,108,4,1,2,585.85
25,81,154302,154,3,0,2,614.97
25,82,76212,76,2,1,2,550.41
25,83,118413,118,4,1,3,619.56
25,84,122102,122,1,0,2,746.03
25,85,140202,140,2,0,2,646.89
25,86,41313,41,3,1,3,552.41
25,87,180403,180,4,0,3,611.52
25,88,192103,192,1,0,3,620.59
25,89,148203,148,2,0,3,555.94
25,90,20212,20,2,1,2,551.39
25,91,190101,190,1,0,1,588.73
25,92,68111,68,1,1,1,585.96
25,93,56413,56,4,1,3,583.28
25,94,34312,34,3,1,2,516.96
25,95,42313,42,3,1,3,520.55
25,96,86213,86,2,1,3,492.4
25,97,231401,231,4,0,1,547.87
25,98,170402,170,4,0,2,489.62
25,99,182102,182,1,0,2,491.43
25,100,109412,109,4,1,2,546.84
25,101,181102,181,1,0,2,584.15
25,102,1112,1,1,1,2,549.63
25,103,62112,62,1,1,2,555.09
25,104,130101,130,1,0,1,518.76
25,105,61112,61,1,1,2,560.8
25,106,235401,235,4,0,1,556.19
25,107,195103,195,1,0,3,551.61
25,108,13113,13,1,1,3,578.91
25,109,163303,163,3,0,3,586.2
25,110,176403,176,4,0,3,551.6
25,111,48412,48,4,1,2,588.88
25,112,31312,31,3,1,2,649.87
25,113,213302,213,3,0,2,619
25,114,227402,227,4,0,2,745.44
25,115,201201,201,2,0,1,805.51
25,116,184102,184,1,0,2,741.93
25,117,139202,139,2,0,2,620.97
25,118,205201,205,2,0,1,683.71
25,119,175401,175,4,0,1,549.08
25,120,37311,37,3,1,1,650.05
25,121,91312,91,3,1,2,665.58
25,122,174401,174,4,0,1,646.52
25,123,208203,208,2,0,3,583.76
25,124,98311,98,3,1,1,602.88
25,125,168402,168,4,0,2,643.83
25,126,4112,4,1,1,2,612.94
25,127,27213,27,2,1,3,580.27
25,128,16212,16,2,1,2,651.3
25,129,21211,21,2,1,1,556.73
25,130,152302,152,3,0,2,838.74
25,131,146203,146,2,0,3,649.59
25,132,100311,100,3,1,1,650.53
25,133,3112,3,1,1,2,556
25,134,173401,173,4,0,1,551.51
25,135,47412,47,4,1,2,620.64
25,136,105313,105,3,1,3,587.9
25,137,59413,59,4,1,3,528.14
25,138,93312,93,3,1,2,553.65
25,139,104313,104,3,1,3,612.86
25,140,92312,92,3,1,2,484.62
25,141,26213,26,2,1,3,613.8
25,142,94312,94,3,1,2,485.62
25,143,19212,19,2,1,2,551.17
25,144,52411,52,4,1,1,461.17
25,145,29213,29,2,1,3,461.12
25,146,237403,237,4,0,3,652.13
25,147,25211,25,2,1,1,611.24
25,148,51411,51,4,1,1,531.5
25,149,50412,50,4,1,2,461.45
25,150,199202,199,2,0,2,525.11
25,151,188101,188,1,0,1,614.22
25,152,197202,197,2,0,2,549.62
25,153,65112,65,1,1,2,555.08
25,154,166402,166,4,0,2,677.93
25,155,142201,142,2,0,1,585.1
25,156,35312,35,3,1,2,518.74
25,157,12113,12,1,1,3,554.23
25,158,103313,103,3,1,3,517.92
25,159,64112,64,1,1,2,521.58
25,160,75113,75,1,1,3,515.25
25,161,157301,157,3,0,1,582.56
25,162,70111,70,1,1,1,643.58
25,163,123102,123,1,0,2,580.81
25,164,17212,17,2,1,2,588.1
25,165,164303,164,3,0,3,553.56
25,166,7111,7,1,1,1,555.59
25,167,207203,207,2,0,3,646.57
25,168,74113,74,1,1,3,520.16
25,169,220301,220,3,0,1,714.87
25,170,111411,111,4,1,1,486.57
25,171,186101,186,1,0,1,615.73
25,172,129101,129,1,0,1,646.65
25,173,55411,55,4,1,1,552.12
25,174,28213,28,2,1,3,596
25,175,36311,36,3,1,1,487.81
25,176,153302,153,3,0,2,623.55
25,177,78212,78,2,1,2,555.57
25,178,22211,22,2,1,1,487.43
25,179,151302,151,3,0,2,552.88
25,180,158301,158,3,0,1,580.12
25,181,136202,136,2,0,2,810.24
25,182,53411,53,4,1,1,555.69
25,183,24211,24,2,1,1,551.15
25,184,9111,9,1,1,1,588.49
25,185,46412,46,4,1,2,490.3
25,186,230402,230,4,0,2,619.48
25,187,120413,120,4,1,3,586.72
25,188,8111,8,1,1,1,584.13
25,189,156301,156,3,0,1,708.74
25,190,179403,179,4,0,3,554.17
25,191,43313,43,3,1,3,645.15
25,192,236403,236,4,0,3,646.05
25,193,69111,69,1,1,1,710.69
25,194,217301,217,3,0,1,619.77
25,195,63112,63,1,1,2,682.59
25,196,11113,11,1,1,3,579.88
25,197,23211,23,2,1,1,587.23
25,198,112411,112,4,1,1,839.27
25,199,135103,135,1,0,3,713.86
25,200,169402,169,4,0,2,715.01
25,201,18212,18,2,1,2,614.11
25,202,71113,71,1,1,3,581.48
25,203,114411,114,4,1,1,674.29
25,204,6111,6,1,1,1,524.54
25,205,99311,99,3,1,1,550
25,206,58413,58,4,1,3,562.1
25,207,96311,96,3,1,1,515.86
25,208,145201,145,2,0,1,583.09
25,209,216301,216,3,0,1,675.91
25,210,132103,132,1,0,3,583.1
25,211,32312,32,3,1,2,612.24
25,212,193103,193,1,0,3,706.82
25,213,126101,126,1,0,1,622.52
25,214,215302,215,3,0,2,579.75
25,215,54411,54,4,1,1,587.08
25,216,221303,221,3,0,3,647.97
25,217,88213,88,2,1,3,648.93
25,218,2112,2,1,1,2,777.27
25,219,198202,198,2,0,2,718.43
25,220,167402,167,4,0,2,713.04
25,221,194103,194,1,0,3,739.45
25,222,171401,171,4,0,1,554.83
25,223,202201,202,2,0,1,645.77
25,224,15113,15,1,1,3,614.88
25,225,134103,134,1,0,3,550.39
25,226,141201,141,2,0,1,587.6
25,227,218301,218,3,0,1,616.71
25,228,101313,101,3,1,3,679.55
25,229,223303,223,3,0,3,554.96
25,230,110412,110,4,1,2,645.92
25,231,240403,240,4,0,3,583.22
25,232,238403,238,4,0,3,580.49
25,233,133103,133,1,0,3,619.59
25,234,45313,45,3,1,3,586.88
25,235,239403,239,4,0,3,775.22
25,236,38311,38,3,1,1,741.67
25,237,229402,229,4,0,2,684.44
25,238,214302,214,3,0,2,677.19
25,239,226402,226,4,0,2,584.43
25,240,224303,224,3,0,3,709.05
26,1,45211,45,2,1,1,578.35
26,2,88113,88,1,1,3,522.06
26,3,170302,170,3,0,2,452.06
26,4,125402,125,4,0,2,611.24
26,5,101212,101,2,1,2,588.57
26,6,106313,106,3,1,3,554.11
26,7,51311,51,3,1,1,485.98
26,8,1413,1,4,1,3,583.39
26,9,127403,127,4,0,3,517.06
26,10,99211,99,2,1,1,552.58
26,11,198101,198,1,0,1,611.78
26,12,41212,41,2,1,2,557.24
26,13,64413,64,4,1,3,521.03
26,14,151203,151,2,0,3,715.71
26,15,63411,63,4,1,1,551.21
26,16,183401,183,4,0,1,652.26
26,17,199103,199,1,0,3,547.65
26,18,34213,34,2,1,3,591.59
26,19,49313,49,3,1,3,649.22
26,20,200102,200,1,0,2,682.08
26,21,227302,227,3,0,2,643.04
26,22,107312,107,3,1,2,516.68
26,23,190403,190,4,0,3,647.71
26,24,165201,165,2,0,1,712.39
26,25,87111,87,1,1,1,802.62
26,26,21111,21,1,1,1,516.21
26,27,93211,93,2,1,1,526.5
26,28,28113,28,1,1,3,488.39
26,29,145103,145,1,0,3,522.08
26,30,208103,208,1,0,3,611.25
26,31,207101,207,1,0,1,556.7
26,32,92212,92,2,1,2,488.49
26,33,71412,71,4,1,2,554.15
26,34,91213,91,2,1,3,517.81
26,35,32212,32,2,1,2,489.67
26,36,42211,42,2,1,1,555.2
26,37,66411,66,4,1,1,518.91
26,38,150101,150,1,0,1,554.49
26,39,86112,86,1,1,2,556.57
26,40,35212,35,2,1,2,552.09
26,41,89112,89,1,1,2,515.84
26,42,5412,5,4,1,2,487.67
26,43,131402,131,4,0,2,648.73
26,44,38212,38,2,1,2,522.37
26,45,160203,160,2,0,3,70.31
26,46,17112,17,1,1,2,587.81
26,47,214203,214,2,0,3,648.82
26,48,172303,172,3,0,3,586.09
26,49,164202,164,2,0,2,583.46
26,50,60311,60,3,1,1,580.75
26,51,144101,144,1,0,1,715.45
26,52,149102,149,1,0,2,455.38
26,53,141101,141,1,0,1,964.8
26,54,194402,194,4,0,2,502.28
26,55,211203,211,2,0,3,554.35
26,56,95212,95,2,1,2,556.43
26,57,74412,74,4,1,2,520.13
26,58,238303,238,3,0,3,555.68
26,59,27111,27,1,1,1,519.31
26,60,102211,102,2,1,1,523.11
26,61,157203,157,2,0,3,548.61
26,62,59312,59,3,1,2,554.11
26,63,229303,229,3,0,3,750.69
26,64,231301,231,3,0,1,556.08
26,65,44212,44,2,1,2,647.13
26,66,113312,113,3,1,2,559.26
26,67,96211,96,2,1,1,618.53
26,68,188402,188,4,0,2,553.98
26,69,39211,39,2,1,1,645
26,70,133403,133,4,0,3,557.07
26,71,6411,6,4,1,1,711.77
26,72,123401,123,4,0,1,525.45
26,73,216201,216,2,0,1,582.79
26,74,220203,220,2,0,3,580.03
26,75,111311,111,3,1,1,460.03
26,76,75411,75,4,1,1,555.62
26,77,156201,156,2,0,1,551.21
26,78,52313,52,3,1,3,811.38
26,79,10413,10,4,1,3,525.11
26,80,76113,76,1,1,3,582.43
26,81,26112,26,1,1,2,558
26,82,65412,65,4,1,2,521.69
26,83,19113,19,1,1,3,451.74
26,84,73413,73,4,1,3,611
26,85,117311,117,3,1,1,482.87
26,86,173302,173,3,0,2,580.25
26,87,176302,176,3,0,2,492.04
26,88,104212,104,2,1,2,674.98
26,89,169303,169,3,0,3,582.26
26,90,166303,166,3,0,3,706.95
26,91,168301,168,3,0,1,616.05
26,92,219201,219,2,0,1,583.37
26,93,134402,134,4,0,2,548.81
26,94,197102,197,1,0,2,522.46
26,95,178303,178,3,0,3,650.05
26,96,182402,182,4,0,2,587.32
26,97,72411,72,4,1,1,521.02
26,98,189401,189,4,0,1,578.42
26,99,142103,142,1,0,3,553.84
26,100,171301,171,3,0,1,549.31
26,101,155202,155,2,0,2,561.38
26,102,116312,116,3,1,2,556.88
26,103,235303,235,3,0,3,679.75
26,104,67413,67,4,1,3,529.98
26,105,192401,192,4,0,1,587.36
26,106,48311,48,3,1,1,616.54
26,107,224202,224,2,0,2,615.73
26,108,126401,126,4,0,1,614.93
26,109,47312,47,3,1,2,614.08
26,110,23112,23,1,1,2,581.45
26,111,12411,12,4,1,1,525.19
26,112,186401,186,4,0,1,614.34
26,113,22113,22,1,1,3,492.73
26,114,154203,154,2,0,3,548.3
26,115,213201,213,2,0,1,617.46
26,116,179302,179,3,0,2,495.82
26,117,217203,217,2,0,3,487.64
26,118,15411,15,4,1,1,489.45
26,119,163203,163,2,0,3,523.17
26,120,148103,148,1,0,3,548.7
26,121,62412,62,4,1,2,509.75
26,122,97213,97,2,1,3,555.36
26,123,147101,147,1,0,1,550.89
26,124,122402,122,4,0,2,779.27
26,125,36211,36,2,1,1,554.7
26,126,143102,143,1,0,2,709.4
26,127,30111,30,1,1,1,554.89
26,128,228301,228,3,0,1,805.13
26,129,124403,124,4,0,3,582.39
26,130,105211,105,2,1,1,516.06
26,131,128402,128,4,0,2,710.79
26,132,7413,7,4,1,3,556.25
26,133,3411,3,4,1,1,551.83
26,134,204101,204,1,0,1,611.07
26,135,167302,167,3,0,2,620.17
26,136,118313,118,3,1,3,555.73
26,137,115313,115,3,1,3,551.25
26,138,84111,84,1,1,1,610.48
26,139,221202,221,2,0,2,524.16
26,140,240301,240,3,0,1,549.64
26,141,4413,4,4,1,3,618.85
26,142,57311,57,3,1,1,586.26
26,143,43213,43,2,1,3,590.21
26,144,159201,159,2,0,1,651.27
26,145,223203,223,2,0,3,588.56
26,146,237301,237,3,0,1,624.33
26,147,193403,193,4,0,3,613.41
26,148,187403,187,4,0,3,517.03
26,149,77112,77,1,1,2,463.66
26,150,61413,61,4,1,3,867.6
26,151,16113,16,1,1,3,527.81
26,152,129401,129,4,0,1,585.22
26,153,206102,206,1,0,2,869.03
26,154,226303,226,3,0,3,649.94
26,155,205103,205,1,0,3,555.42
26,156,215202,215,2,0,2,614.63
26,157,236302,236,3,0,2,868.44
26,158,181403,181,4,0,3,617.51
26,159,212202,212,2,0,2,680.32
26,160,70413,70,4,1,3,778.74
26,161,158202,158,2,0,2,745.19
26,162,153201,153,2,0,1,582.46
26,163,152202,152,2,0,2,770.8
26,164,146102,146,1,0,2,556.22
26,165,78111,78,1,1,1,710.95
26,166,180301,180,3,0,1,588.26
26,167,11412,11,4,1,2,521.96
26,168,191402,191,4,0,2,627.72
26,169,108311,108,3,1,1,553.19
26,170,69411,69,4,1,1,485.15
26,171,139103,139,1,0,3,582.48
26,172,119312,119,3,1,2,675.35
26,173,121403,121,4,0,3,614.51
26,174,46313,46,3,1,3,556.58
26,175,239302,239,3,0,2,615.78
26,176,98212,98,2,1,2,551.29
26,177,94213,94,2,1,3,493.18
26,178,90111,90,1,1,1,548.75
26,179,203102,203,1,0,2,586.15
26,180,232303,232,3,0,3,487.9
26,181,24111,24,1,1,1,521.6
26,182,100213,100,2,1,3,652.72
26,183,120311,120,3,1,1,548.25
26,184,196103,196,1,0,3,617.42
26,185,13413,13,4,1,3,648.48
26,186,29112,29,1,1,2,681.34
26,187,109313,109,3,1,3,652.38
26,188,110312,110,3,1,2,522.68
26,189,218202,218,2,0,2,739.24
26,190,112313,112,3,1,3,554.68
26,191,103213,103,2,1,3,550.27
26,192,55313,55,3,1,3,595.93
26,193,137102,137,1,0,2,965.41
26,194,53312,53,3,1,2,518.93
26,195,14412,14,4,1,2,522.67
26,196,175303,175,3,0,3,522.94
26,197,233302,233,3,0,2,739.49
26,198,8412,8,4,1,2,650.51
26,199,2412,2,4,1,2,747.02
26,200,234301,234,3,0,1,584.36
26,201,140102,140,1,0,2,677.19
26,202,210101,210,1,0,1,680
26,203,20112,20,1,1,2,619.17
26,204,162201,162,2,0,1,554.72
26,205,161202,161,2,0,2,524.94
26,206,201101,201,1,0,1,588.89
26,207,132401,132,4,0,1,522.46
26,208,79113,79,1,1,3,579.79
26,209,9411,9,4,1,1,523.56
26,210,138101,138,1,0,1,517.24
26,211,56312,56,3,1,2,489.11
26,212,31213,31,2,1,3,586.54
26,213,136103,136,1,0,3,583.94
26,214,37213,37,2,1,3,676.79
26,215,68412,68,4,1,2,584.19
26,216,50312,50,3,1,2,486.03
26,217,222201,222,2,0,1,526.32
26,218,18111,18,1,1,1,488.17
26,219,225201,225,2,0,1,617.43
26,220,195401,195,4,0,1,591.3
26,221,85113,85,1,1,3,578.65
26,222,177301,177,3,0,1,554.22
26,223,83112,83,1,1,2,492.63
26,224,54311,54,3,1,1,548.23
26,225,81111,81,1,1,1,528.48
26,226,114311,114,3,1,1,585.89
26,227,135401,135,4,0,1,583.34
26,228,184403,184,4,0,3,555.41
26,229,230302,230,3,0,2,589.25
26,230,82113,82,1,1,3,586.62
26,231,202103,202,1,0,3,647.69
26,232,130403,130,4,0,3,521.32
26,233,40213,40,2,1,3,620.51
26,234,33211,33,2,1,1,556.07
26,235,185402,185,4,0,2,710.84
26,236,25113,25,1,1,3,683.64
26,237,80112,80,1,1,2,485.5
26,238,58313,58,3,1,3,582.98
26,239,209102,209,1,0,2,516.62
26,240,174301,174,3,0,1,902.37
27,1,55212,55,2,1,2,608.02
27,2,165101,165,1,0,1,553.62
27,3,170203,170,2,0,3,581.02
27,4,122303,122,3,0,3,556.57
27,5,130302,130,3,0,2,558.72
27,6,120211,120,2,1,1,618
27,7,225101,225,1,0,1,681
27,8,54212,54,2,1,2,652.09
27,9,104111,104,1,1,1,675.07
27,10,223101,223,1,0,1,646.17
27,11,114212,114,2,1,2,615.39
27,12,42111,42,1,1,1,678.38
27,13,74311,74,3,1,1,649.52
27,14,73311,73,3,1,1,682.51
27,15,67312,67,3,1,2,685.48
27,16,162101,162,1,0,1,678.42
27,17,18413,18,4,1,3,649.52
27,18,92113,92,1,1,3,682.52
27,19,61313,61,3,1,3,653.66
27,20,143402,143,4,0,2,644.77
27,21,189302,189,3,0,2,652.47
27,22,163101,163,1,0,1,611.65
27,23,213103,213,1,0,3,674.57
27,24,214103,214,1,0,3,741.16
27,25,14311,14,3,1,1,705.92
27,26,234202,234,2,0,2,710.7
27,27,133301,133,3,0,1,609.91
27,28,139403,139,4,0,3,651.01
27,29,227203,227,2,0,3,715.76
27,30,196403,196,4,0,3,646.82
27,31,172202,172,2,0,2,711.63
27,32,128302,128,3,0,2,684.57
27,33,118211,118,2,1,1,677.44
27,34,187302,187,3,0,2,648.6
27,35,29411,29,4,1,1,681.5
27,36,153103,153,1,0,3,652.67
27,37,96112,96,1,1,2,707.4
27,38,88411,88,4,1,1,680.4
27,39,106213,106,2,1,3,683.39
27,40,45111,45,1,1,1,676.37
27,41,107213,107,2,1,3,615.75
27,42,41111,41,1,1,1,615
27,43,60211,60,2,1,1,582.5
27,44,183303,183,3,0,3,611.8
27,45,230203,230,2,0,3,621.05
27,46,28411,28,4,1,1,620.3
27,47,80413,80,4,1,3,619.67
27,48,119211,119,2,1,1,650.84
27,49,75311,75,3,1,1,683.85
27,50,192301,192,3,0,1,644.96
27,51,33113,33,1,1,3,677.92
27,52,155103,155,1,0,3,680.89
27,53,111212,111,2,1,2,665.21
27,54,16413,16,4,1,3,646.32
27,55,145402,145,4,0,2,615.61
27,56,99112,99,1,1,2,742.31
27,57,231202,231,2,0,2,653.38
27,58,39112,39,1,1,2,661.08
27,59,68312,68,3,1,2,652.23
27,60,144402,144,4,0,2,675.21
27,61,135301,135,3,0,1,614.48
27,62,138403,138,4,0,3,645.56
27,63,63313,63,3,1,3,710.42
27,64,129302,129,3,0,2,1804.39
27,65,210401,210,4,0,1,778.99
27,66,222101,222,1,0,1,713.78
27,67,36112,36,1,1,2,708.57
27,68,142402,142,4,0,2,713.38
27,69,134301,134,3,0,1,612.62
27,70,9312,9,3,1,2,675.63
27,71,87411,87,4,1,1,978.35
27,72,65313,65,3,1,3,713.12
27,73,127302,127,3,0,2,612.4
27,74,105111,105,1,1,1,611.67
27,75,200403,200,4,0,3,802.09
27,76,125303,125,3,0,3,684.95
27,77,25412,25,4,1,2,614.15
27,78,110213,110,2,1,3,645.35
